asin,Title,MainImage,Rating,NumberOfReviews,Price,AvailableSizes,AvailableColors,BulletPoints,SellerRank,ProductCat,img_embedding
B000AOZKB0,Reebok Women's Princess Sneaker,https://m.media-amazon.com/images/I/31PJ9w1VzWL._AC_.jpg,4.4,"40,221 ratings",,"4, 4.5, 5, 5 Wide, 5.5, 5.5 Wide, 6, 6 Wide, 6.5, 6.5 Wide, 7, 7 Wide, 7.5, 7.5 Wide, 8, 8 Wide, 8.5, 8.5 Wide, 9, 9 Wide, 9.5, 9.5 Wide, 10, 10 Wide, 10.5, 11, 11 Wide, 11.5, 12, 12 Wide","Us-black, White, Core Black/Ftwr White/Glass Blue, Black/Gum, Techy Red/White/Black, Us-white, Ftwr White/Pure Grey 3/Always Blue, Aura Orange/White, White/Gum, Ftwr White/True Pink/Always Yellow, Black, Ftwr White/Ftwr White/Ftwr White, Int-black, Collegiate Navy/Collegiate Navy/White, Purple Oasis/White, Int-white, Pink/White/Gold Met, White/Tetra Blue/Excellent Red, White/White/Collegiate Royal, Black/Silver Met./Black, Ftwr White/Ftwr White/Silver Met., Core Black/Chalk/Reebok Rubber Gum-01, Black/White/Gold Met, Elt-techy Red/White/Gum, White/Gum1, Collegiate Royal/White, Royal Orchid/White, Stucco/Chalk/Core Black, White-wide, Royal White, White0, Royal Blue",,,Women's Shoes,"[-0.6929538249969482, -0.16092422604560852, 0.08525361120700836, 0.11672581732273102, -0.2887689173221588, 0.20194123685359955, -0.087966188788414, 0.309285044670105, 0.54216468334198, 0.022236255928874016, 0.32944175601005554, -0.4171925187110901, -0.33291858434677124, -0.4501456022262573, -0.11373303085565567, 0.36337369680404663, 0.44309449195861816, -0.19395413994789124, -0.19017624855041504, 0.10141092538833618, -0.7210923433303833, -0.32080602645874023, 0.11201031506061554, -0.11831766366958618, 0.013210445642471313, 0.360024631023407, 0.2610357105731964, -0.002778060734272003, -0.313044935464859, 0.020128805190324783, 0.34887176752090454, -0.365339070558548, 0.08022670447826385, -0.24677246809005737, 0.05824410915374756, -0.2776613235473633, 0.5283240079879761, 0.5626967549324036, 0.024040983989834785, 0.7533277869224548, -0.1686878353357315, -0.28878164291381836, 0.07800008356571198, -0.4459308385848999, 0.44241786003112793, -0.11386507749557495, -0.110176682472229, 0.27590590715408325, 0.3221467435359955, -0.2866395115852356, 0.2232210636138916, 0.1492769867181778, -0.053153157234191895, -0.17497405409812927, -0.6394596695899963, 0.3630385100841522, -0.2357545644044876, 0.25287240743637085, -0.33208397030830383, -0.1595858633518219, 0.648129403591156, 0.40153300762176514, 0.0007394105195999146, 0.1634722650051117, 0.20683130621910095, 0.10699468106031418, -0.016706913709640503, -0.2835577130317688, 0.15201601386070251, -0.46490737795829773, 0.31076622009277344, 0.18181395530700684, 0.04449759051203728, -0.18623283505439758, -0.32572120428085327, -0.09688616544008255, -0.13127821683883667, -0.32881882786750793, 0.34361839294433594, 0.69293212890625, 0.0659516453742981, 0.25027379393577576, -0.2868765890598297, -0.0516875758767128, 0.33865994215011597, -0.14880889654159546, 0.17061907052993774, -0.016432102769613266, 0.13648460805416107, -0.06433704495429993, -0.31086111068725586, -0.10641050338745117, -4.7400712966918945, 0.7060586214065552, -0.2503335177898407, 0.22525368630886078, -0.37274110317230225, 0.10573528707027435, -0.696236789226532, 0.30434852838516235, 0.14427386224269867, -0.28203728795051575, 0.22560831904411316, 0.016018077731132507, 0.054712411016225815, 0.18441557884216309, -0.3610340356826782, -0.4987443685531616, -0.30798619985580444, 0.19816535711288452, 0.008353367447853088, 0.8356214165687561, 0.5044512152671814, -0.5799316167831421, -0.1278802454471588, -0.8425386548042297, -0.4024730622768402, -0.44405168294906616, 0.34818631410598755, 0.5647096037864685, 0.3915032148361206, 0.4657537043094635, 0.02329501509666443, -0.18932528793811798, 0.07423831522464752, -0.09639013558626175, -0.5382059216499329, 0.09099811315536499, 0.1127924919128418, -0.007484637200832367, -0.15539200603961945, 0.3795490264892578, -0.13396626710891724, 0.7736040353775024, 0.4064905047416687, -0.14616930484771729, -0.41503116488456726, 0.02255336381494999, -0.304332971572876, -0.06454505026340485, -0.17570820450782776, -0.1532631516456604, -0.10263020545244217, 0.5552875995635986, -0.24757519364356995, 0.7631404399871826, -0.24587713181972504, -0.0878039002418518, -0.4029107391834259, 0.3578639030456543, 0.1653829663991928, 0.10149504989385605, 0.7042731046676636, 0.056637488305568695, -0.01294226199388504, 0.4266033172607422, 0.38758769631385803, -0.23881107568740845, 0.09493568539619446, 0.23702192306518555, -0.09045407921075821, -0.24593840539455414, 0.037655651569366455, -0.29775992035865784, 0.336528480052948, 0.16616444289684296, 0.1361348181962967, -0.42530280351638794, -0.12904196977615356, -0.6236379742622375, -0.620826244354248, -0.36220526695251465, -0.0009066015481948853, 0.3448394536972046, -0.09606403112411499, -0.24876902997493744, -0.3819226622581482, 0.4192063808441162, 0.04619359225034714, -0.4153619408607483, 0.35306912660598755, 0.07490642368793488, -0.07853482663631439, 0.5040560960769653, -0.0432828813791275, 0.8588780760765076, -0.2152172029018402, 0.06870098412036896, -0.022156739607453346, 0.609340250492096, -0.12749427556991577, 0.08423346281051636, 0.24643146991729736, -0.17481572926044464, 0.4700002074241638, 0.6125254034996033, 0.34856173396110535, -0.06858068704605103, 0.3790915608406067, 0.46071621775627136, -0.18714657425880432, -0.31099119782447815, 0.6808239817619324, 0.0579533576965332, -0.1411612629890442, -0.46510711312294006, -0.35246241092681885, -0.3798072338104248, -0.30193933844566345, 0.3542543053627014, 0.17490392923355103, 0.3492610454559326, 0.3557084798812866, -0.35151395201683044, -0.8411747217178345, -0.1932493895292282, 0.4369523227214813, 0.457009494304657, 0.4468318819999695, 0.7737289667129517, -0.4165808856487274, -1.2095173597335815, 0.30735135078430176, -0.1155591607093811, -0.5161740183830261, -0.2555481195449829, 0.17018422484397888, -0.4051860570907593, 0.006334200501441956, 0.2116055190563202, -0.13509176671504974, -0.32853013277053833, -0.3722531199455261, 0.7787495255470276, 0.5192316770553589, -0.027808189392089844, -0.3013811409473419, 0.03585327789187431, -0.38572999835014343, -0.023385509848594666, -0.2740525007247925, -0.07986682653427124, 0.32628023624420166, 0.029868707060813904, 0.5089778304100037, -0.34090664982795715, -0.24090640246868134, 0.5059079527854919, -0.4572995901107788, 0.03019436076283455, 0.049207769334316254, -0.05492132157087326, 0.2604086995124817, -0.2405654788017273, -0.21365265548229218, 0.30881792306900024, 0.41973569989204407, -0.19664409756660461, -0.6566110849380493, 0.15057340264320374, 0.3417835533618927, 0.2705431580543518, -0.392522394657135, -0.1961902230978012, -0.18623021245002747, 0.31239187717437744, 0.07076044380664825, 0.15331314504146576, -0.16583609580993652, -0.15591907501220703, -0.2224973738193512, 0.07326582074165344, -0.02600765973329544, -0.351945161819458, -0.04336055740714073, 0.3629469573497772, -0.12123874574899673, -0.24950486421585083, -0.32806211709976196, -0.46105650067329407, 0.1652347892522812, 0.4556067883968353, 0.020206768065690994, -0.6559439301490784, 0.001079276204109192, 0.021321885287761688, 1.1148414611816406, -0.01140240952372551, -0.13971684873104095, -0.3115396797657013, 0.4402795433998108, -0.02576335519552231, 0.4085024893283844, 0.4400780200958252, 0.2822858691215515, -0.12624213099479675, -0.00928594172000885, 0.07335139811038971, 0.25786370038986206, -0.02398446947336197, -0.06426842510700226, 0.522671103477478, 0.4538845419883728, -0.24805296957492828, 0.04726283252239227, 0.21592086553573608, -0.16660217940807343, 0.37009602785110474, 0.33881786465644836, -0.26302486658096313, -0.08856086432933807, -0.05133868008852005, 0.7727845907211304, 0.33247044682502747, 0.19661466777324677, -0.23556432127952576, -0.014280885457992554, 0.035394590348005295, 0.14030678570270538, 0.0016895830631256104, -0.06645765900611877, 0.8782740235328674, -0.18828338384628296, -0.02749638818204403, 0.7505106925964355, -0.31565311551094055, 0.6032622456550598, 0.22552624344825745, 0.0844632089138031, -0.1570410281419754, 0.38010847568511963, 0.17185203731060028, -0.36272475123405457, 0.3839589059352875, -0.4302198886871338, -0.13413825631141663, -0.09541191160678864, -0.15714269876480103, 0.08917899429798126, 0.0058477818965911865, -0.5766034126281738, -0.013826645910739899, -0.2040897011756897, -0.14195790886878967, 0.07144539058208466, 0.0199299156665802, -0.5533527135848999, -0.3116946518421173, -0.04313085600733757, -0.3132970333099365, -0.07715009897947311, -0.15166743099689484, 0.040737517178058624, -0.3067076504230499, -0.06275182962417603, 0.20902565121650696, -0.2545326054096222, -0.14203234016895294, 0.20330123603343964, -0.11851371824741364, 0.7992981672286987, -0.4577385485172272, 0.10136528313159943, -0.06239348649978638, -0.43736350536346436, -0.05257450044155121, 0.1924615204334259, -0.5045738220214844, 0.1950669139623642, 0.14923684298992157, 0.1893458366394043, 0.15241077542304993, 0.40082359313964844, -0.17301270365715027, 0.1732761114835739, -0.2977196276187897, 0.415306031703949, 0.037950098514556885, 0.361695796251297, 0.16755415499210358, -0.032606713473796844, 0.5174581408500671, 0.21076655387878418, -0.3134249746799469, 0.03054478019475937, 0.33688783645629883, 0.1313382089138031, 0.6699692010879517, -0.44473063945770264, -0.7642515897750854, -0.48042547702789307, -0.16480672359466553, -0.2381996512413025, -0.575922966003418, -0.6366827487945557, 0.21204964816570282, 0.38735276460647583, -0.6186423301696777, 0.428030401468277, -0.1655971109867096, 0.19316737353801727, 0.40346693992614746, 1.3481100797653198, -0.20635008811950684, 0.2201603800058365, 0.26972097158432007, 0.23886814713478088, 0.6305044889450073, 0.01918783038854599, -0.16769249737262726, 0.10629874467849731, -0.11186641454696655, 0.5941449999809265, 0.2833211421966553, -0.05976393073797226, 0.236435204744339, -0.043207667768001556, 0.005451008677482605, 0.29896825551986694, 0.06721324473619461, 0.5897842645645142, 0.4793725609779358, 0.27609527111053467, 0.7547817826271057, 0.07262381911277771, -0.6953426599502563, -0.3508402705192566, 0.3583889305591583, -2.50280499458313, -0.21234901249408722, -0.19854481518268585, -0.606671154499054, 0.6923022270202637, 0.600895881652832, -0.21254123747348785, -0.11722298711538315, -0.45082220435142517, 0.20238834619522095, 0.10846209526062012, 0.5767548680305481, 0.09205202758312225, -0.0889357328414917, 0.37176313996315, -0.2787395715713501, 0.5953759551048279, -0.47696244716644287, 0.04780619218945503, -0.23957103490829468, -0.1964641660451889, 0.011369537562131882, 0.024337589740753174, 0.4981563091278076, -0.056027382612228394, 0.09374749660491943, -0.5281475782394409, -0.4506887197494507, -0.5276402831077576, 0.3362540602684021, -0.24364273250102997, 0.15314488112926483, 0.06982903182506561, 0.44993022084236145, 0.32094913721084595, -0.154547318816185, 0.5030864477157593, 0.07870450615882874, 0.2215733379125595, -0.23355062305927277, -0.04278917238116264, -0.14547109603881836, -0.22719410061836243, -0.0018602684140205383, 0.1395287662744522, -0.4854239523410797, 0.6111449599266052, -0.08170687407255173, -0.1182248592376709, 0.4960601329803467, -0.22886209189891815, -0.4537879526615143, 0.17958174645900726, -0.3619358539581299, -0.25925055146217346, 0.1303952932357788, -0.14903469383716583, 0.1267419010400772, 0.3213300108909607, 0.16585490107536316, 0.26162582635879517, -0.281413197517395, 0.24647174775600433, -0.2740759253501892, 0.028395555913448334, -0.02618579752743244, -0.33850520849227905, -0.3720729947090149, -0.2820790410041809, -0.555912435054779, 0.4719226658344269, 0.11634812504053116, 0.09807494282722473, 0.3579447865486145, -0.3602601885795593, 0.20682504773139954, -0.27162495255470276, -0.3883041441440582, -0.020842760801315308, 0.05827535688877106, -0.2817346453666687, -0.03823447227478027, 0.1165274828672409, 0.23179124295711517]"
B000ARG5T8,Skechers Men's Energy Afterburn,https://m.media-amazon.com/images/I/41wfRZwOZTL._AC_.jpg,4.5,"37,897 ratings",,"6.5, 6.5 Wide, 7, 7 Wide, 7.5, 7.5 Wide, 8, 8 Wide, 8.5, 8.5 Wide, 9, 9 Wide, 9.5, 9.5 Wide, 10, 10 Wide, 10.5, 10.5 Wide, 11, 11 Wide, 11.5, 11.5 Wide, 12, 12 Wide, 13, 13 Wide, 14, 14 Wide, 15, 15 Wide, 16, 16 Wide","Black/Grey, White, Black, White/Navy",,,Athletic Shoes,"[-0.24890224635601044, -0.2302754819393158, 0.09991168975830078, 0.49614742398262024, -0.25500422716140747, 0.09057024866342545, -0.8228896856307983, 0.5292477011680603, 0.39016470313072205, -0.224138543009758, -0.08644893765449524, -0.40982431173324585, -0.1640419214963913, -0.5348345637321472, -0.03751800209283829, 0.3681974411010742, 0.7087087035179138, -0.04176026210188866, -0.2923280894756317, 0.19185109436511993, -0.48663249611854553, -0.31292444467544556, 0.18820828199386597, -0.19535453617572784, 0.1485755890607834, -0.007750675082206726, -0.008581914007663727, -0.49910494685173035, 0.042122915387153625, -0.26644742488861084, 0.3605293929576874, -0.22778552770614624, 0.020297294482588768, 0.44285035133361816, -0.10027530789375305, -0.3479459881782532, 0.21304483711719513, 0.5586756467819214, -0.12319919466972351, 0.9926868677139282, -0.30388158559799194, -0.205956369638443, 0.6549646258354187, -0.26780402660369873, 0.7276972532272339, -0.17186926305294037, -0.28039073944091797, -0.15941627323627472, 0.6440203785896301, -0.4828305244445801, 0.015233267098665237, 0.5549730658531189, 0.12801536917686462, 0.007644684985280037, -0.1529194563627243, 0.3096902370452881, -0.11871480941772461, 0.1339314579963684, -0.17672601342201233, 0.06864488124847412, 0.5839135050773621, 0.31994733214378357, -0.01783914677798748, -0.04095716029405594, 0.16661295294761658, -0.4350082576274872, 0.40841957926750183, 0.0485488623380661, -0.48757612705230713, -0.487062007188797, 0.03159260004758835, 0.14829877018928528, -0.09815377742052078, 0.05893729627132416, -0.35616159439086914, 0.07331028580665588, -0.0258389413356781, -0.12403644621372223, 0.016063377261161804, 0.22828532755374908, -0.44169294834136963, -0.017846859991550446, 0.0626661479473114, -0.08937254548072815, 0.5834866762161255, 0.008711263537406921, 0.40985262393951416, 0.17128024995326996, 0.12882336974143982, -0.07242410629987717, -0.3713744282722473, 0.06385744363069534, -4.790521621704102, 0.4397277235984802, -0.4386194050312042, 0.17094433307647705, -0.39762717485427856, -0.49013832211494446, -0.5271574258804321, 0.2786867022514343, -0.26269400119781494, -0.20568346977233887, 0.4385870099067688, 0.1366424262523651, 0.03456690162420273, -0.15059685707092285, -0.670717716217041, -0.15042951703071594, -0.07506328821182251, 0.21505330502986908, 0.43706026673316956, 1.002994179725647, 0.20251870155334473, -0.21017909049987793, -0.03077961504459381, -0.46018853783607483, -0.2432948648929596, -0.3129200339317322, -0.01728879287838936, -0.11714679002761841, 0.25319361686706543, 0.16606998443603516, -0.3548484444618225, 0.04711458832025528, 0.004102546721696854, -0.25480344891548157, -0.28919070959091187, -0.14238469302654266, 0.3421081006526947, -0.031200222671031952, 0.055216386914253235, 0.48950785398483276, -0.4765329360961914, 0.7506717443466187, 0.31517472863197327, 0.0909247100353241, -0.07642361521720886, 0.03603442385792732, 0.155520498752594, 0.012353163212537766, -0.011293277144432068, 0.17168974876403809, 0.07323946058750153, 0.06227583810687065, -0.22456088662147522, 0.6675516366958618, 0.07704553008079529, -0.1250661462545395, 0.19303111732006073, 0.2275034487247467, 0.005575679242610931, 0.08252716064453125, 0.6636055111885071, -0.3738574981689453, -0.11030973494052887, -0.1513136625289917, -0.15760603547096252, 0.2970266342163086, -0.005418598651885986, -0.3630692660808563, -0.2861841320991516, -0.10524345934391022, 0.1887827068567276, 0.23092690110206604, 0.1656680703163147, 0.13613952696323395, 0.1645526885986328, -0.4224909245967865, -0.28335946798324585, 0.006481081247329712, -0.3118458390235901, -0.456936240196228, -0.005094960331916809, 0.35660842061042786, 0.06415466964244843, -0.4376884996891022, 0.00322510302066803, 0.1378726363182068, 0.12530936300754547, -0.1079225093126297, 0.35421687364578247, 0.01925285905599594, -0.21121656894683838, 0.33455485105514526, -0.015106096863746643, 0.7700915336608887, -0.04759287089109421, 0.293179988861084, -0.04804912209510803, 0.20818260312080383, 0.04696834087371826, 0.04732784256339073, 0.30588236451148987, -0.09788891673088074, 1.0967843532562256, 0.36496609449386597, -0.1801365166902542, 0.11332108080387115, -0.22624912858009338, 0.28661495447158813, 0.007645662873983383, -0.22738222777843475, 0.8367462158203125, 0.3820880949497223, -0.4763149619102478, -0.34650248289108276, -0.6234021186828613, -0.2650456130504608, -0.40101388096809387, 0.2930257320404053, 0.04035266488790512, 0.21376454830169678, 0.4583004117012024, -0.11647402495145798, -0.5891531109809875, 0.13309922814369202, 0.09229454398155212, 0.6332929134368896, -0.011835763230919838, 0.4962514042854309, -0.01243407279253006, -1.5767667293548584, 0.5953980088233948, -0.09363294392824173, -0.00971774011850357, -0.36836495995521545, 0.2844312787055969, -0.3350389301776886, 0.14936038851737976, 0.1355050504207611, -0.2069738656282425, -0.26924392580986023, -0.38679563999176025, 0.36008530855178833, 0.49697890877723694, -0.05826820433139801, -0.23985199630260468, 0.47173023223876953, -0.08266492187976837, -0.34979233145713806, 0.028388172388076782, 0.0678083747625351, 0.059029728174209595, 0.04100202023983002, -0.03329950198531151, -0.25629377365112305, 0.0720791220664978, 0.7276816368103027, -0.0653747022151947, 0.19463130831718445, -0.00036093778908252716, -0.2575642466545105, 0.497070848941803, -0.2541045844554901, -0.15602654218673706, 0.484224796295166, 0.10693147778511047, -0.18231846392154694, -0.6644858717918396, 0.30862051248550415, 0.2729344367980957, 0.630698025226593, -0.4961182177066803, -0.8381022214889526, -0.14628136157989502, 0.5537149310112, 0.018262997269630432, 0.13648420572280884, -0.16462776064872742, 0.14971986413002014, -0.17287993431091309, -0.14686274528503418, 0.4131026566028595, -0.5988918542861938, -0.0380125567317009, 0.3830563724040985, -0.08148206770420074, -0.38378819823265076, -0.3541255593299866, -0.10136914998292923, 0.22833669185638428, 0.2744121551513672, -0.2281024158000946, -0.14783483743667603, -0.37757089734077454, -0.009187810122966766, 1.6806870698928833, -0.19051258265972137, -0.058278925716876984, -0.31883108615875244, 0.2481367439031601, -0.211508646607399, 0.1124819815158844, 0.7814126014709473, 0.15428507328033447, -0.06934690475463867, 0.28256523609161377, 0.03858867660164833, 0.19175255298614502, 0.39384907484054565, -0.3716362714767456, 0.3592955470085144, 0.36042892932891846, -0.10418389737606049, 0.5195635557174683, -0.17091336846351624, 0.06395891308784485, 0.44905224442481995, 0.0071382708847522736, -0.4802095592021942, 0.07597526907920837, -0.13168610632419586, 0.7497071623802185, 0.28475290536880493, 0.06793221831321716, 0.005259638652205467, 0.25900039076805115, -0.37030431628227234, 0.04061019420623779, 0.24213527143001556, -0.4650741219520569, 0.661136269569397, -0.2978975176811218, -0.30945318937301636, 0.30989354848861694, -0.1386011391878128, 0.1298663318157196, -0.12205619364976883, 0.019591987133026123, -0.24471989274024963, 0.3229306936264038, 0.2703438997268677, 0.10164245963096619, 0.48874521255493164, -0.08474656939506531, -0.3409717381000519, -0.29250389337539673, -0.07963783293962479, -0.4439537525177002, 0.20955486595630646, -0.5205307602882385, -0.2962590754032135, -0.060140401124954224, -0.002566985785961151, 0.5485042333602905, 0.09295503795146942, -0.49791058897972107, -0.0742112547159195, -0.26201605796813965, -0.11354169249534607, -0.014371559023857117, 0.26619476079940796, -0.555899977684021, -0.17786413431167603, 0.15002895891666412, 0.6080713272094727, -0.19500739872455597, -0.5605372786521912, 0.3197348117828369, 0.04782779887318611, 0.865062952041626, -0.23575234413146973, -0.113998182117939, 0.010461397469043732, -0.16592055559158325, 0.08055507391691208, 0.10168428719043732, 0.3487744629383087, 0.5935876369476318, 0.1018064022064209, 0.33010464906692505, 0.5213658809661865, 0.4713525176048279, -0.3054760694503784, 0.17946740984916687, -0.4028549790382385, -0.013831228017807007, -0.09686334431171417, 0.09293867647647858, 0.22587265074253082, -0.06097514554858208, 0.39948537945747375, -0.2964633107185364, -0.763871431350708, -0.1791079342365265, 0.04308412969112396, -0.04656039923429489, 0.3181798458099365, -0.19259190559387207, -0.7936108112335205, -0.6721776127815247, -0.267727255821228, -0.09861262142658234, -0.27056559920310974, -0.3267752528190613, 0.0973021537065506, 0.10798010230064392, -0.36625123023986816, 0.5002016425132751, 0.37437906861305237, 0.0775216817855835, 0.08011067658662796, 0.7281329035758972, -0.44198983907699585, 0.11785043030977249, -0.204157292842865, 0.0363166406750679, 0.24890223145484924, -0.4398536682128906, -0.10121256858110428, 0.12072428315877914, 0.08222673088312149, 0.44521188735961914, 0.3115042448043823, -0.23339776694774628, 0.764798641204834, 0.48598411679267883, 0.048576436936855316, -0.34391871094703674, -0.0800427570939064, 0.36964741349220276, 0.4512781500816345, 0.22055275738239288, 0.45021238923072815, -0.3367964029312134, -0.3490603566169739, -0.19297456741333008, -0.32692980766296387, -2.466858148574829, -0.07914839684963226, -0.12204056978225708, -0.3200898766517639, 0.6785237789154053, 0.15336939692497253, -0.020482001826167107, -0.19601665437221527, -0.2109924703836441, 0.20420005917549133, -0.1669328510761261, 0.03869879990816116, -0.10706114768981934, 0.1880635768175125, 0.4843028485774994, -0.10876764357089996, 0.5319925546646118, 0.025424279272556305, -0.4886865019798279, -0.29018592834472656, 0.1985131800174713, -0.34553852677345276, -0.48462361097335815, 0.33405542373657227, 0.2743171155452728, 0.08882422745227814, -0.6355694532394409, -0.46641412377357483, -0.32560718059539795, 0.31830477714538574, -0.5358859896659851, -0.18978479504585266, -0.1450764238834381, 0.5424568057060242, 0.4537709057331085, -0.0816265195608139, 0.507614254951477, -0.5399467349052429, 0.48639142513275146, -0.3492961525917053, -0.17646430432796478, -0.3127439618110657, -0.5285214185714722, 0.4589613676071167, 0.3852774500846863, -0.5307555198669434, 0.45364242792129517, -0.08957929909229279, 0.24917058646678925, -0.006088271737098694, -0.5557443499565125, -0.0356476828455925, 0.04277053475379944, -0.3274475336074829, -0.09159103035926819, 0.12440608441829681, -0.021326936781406403, 0.20766614377498627, -0.12073385715484619, -0.07299371063709259, -0.15844768285751343, -0.44017213582992554, -0.02615952491760254, -0.317771315574646, -0.2617816925048828, 0.08523117750883102, -0.19262048602104187, -0.2259446680545807, -0.27357733249664307, -0.3783438801765442, -0.03279484808444977, 0.097330741584301, -0.4173523485660553, 0.1372443437576294, -0.3514547348022461, 0.67205411195755, -0.0854252278804779, 0.028180455788969994, -0.18033215403556824, 0.2787846326828003, -0.42091330885887146, 0.05639906972646713, 0.20520438253879547, 0.028046026825904846]"
